generation,epoch,resampled,c0g0,c0g1,c1g0,c1g1
1,0,11,36,14,23,7
1,0,13,24,14,37,5
1,0,8,27,13,29,11
1,0,18,39,10,27,4
1,0,8,33,22,17,8
1,0,13,41,9,20,10
1,0,12,33,14,27,6
1,0,8,26,23,23,8
1,0,19,40,9,27,4
1,0,18,23,9,43,5
1,0,9,30,17,26,7
1,0,13,34,20,23,3
1,0,6,33,16,21,10
1,0,14,35,12,27,6
1,0,13,40,15,21,4
1,0,15,40,10,23,7
1,0,11,31,14,28,7
1,0,16,35,9,29,7
1,0,17,35,12,30,3
1,0,18,33,11,33,3
1,0,12,38,17,21,4
1,0,19,32,9,35,4
1,0,10,32,10,26,12
1,0,13,40,13,21,6
1,0,9,27,14,30,9
1,0,15,32,13,31,4
1,0,16,33,11,31,5
1,0,8,27,12,29,12
1,0,14,33,15,29,3
1,0,9,32,12,25,11
1,0,9,36,16,21,7
1,0,12,36,8,24,12
1,0,14,38,13,24,5
1,0,16,35,14,29,2
1,0,13,33,16,28,3
1,0,14,30,19,29,2
1,0,14,31,13,31,5
1,0,13,27,12,34,7
1,0,12,26,21,29,4
1,0,10,31,16,27,6
1,0,16,30,11,34,5
1,0,10,37,8,21,14
1,0,12,35,13,25,7
1,0,14,33,15,29,3
1,0,16,27,14,37,2
1,0,13,33,12,28,7
1,0,11,32,13,27,8
1,0,15,35,13,28,4
1,0,18,35,8,31,6
1,0,19,44,8,23,5
1,0,9,27,16,30,7
1,0,18,38,9,28,5
1,0,11,28,15,31,6
1,0,17,33,13,32,2
1,0,18,39,11,27,3
1,0,14,33,15,29,3
1,0,10,28,16,30,6
1,0,12,32,17,27,4
1,0,15,40,11,23,6
1,0,11,31,17,27,5
1,0,11,29,15,30,6
1,0,17,29,14,36,1
1,0,17,39,13,26,2
1,0,13,32,10,29,9
1,0,12,35,13,25,7
1,0,12,35,8,25,12
1,0,11,32,13,27,8
1,0,17,38,9,27,6
1,0,12,31,17,28,4
1,0,12,37,15,23,5
1,0,15,34,14,29,3
1,0,15,33,8,30,9
1,0,12,36,18,22,4
1,0,12,34,11,26,9
1,0,13,37,16,24,3
1,0,11,29,11,30,10
1,0,18,31,8,35,6
1,0,13,29,14,32,5
1,0,15,31,10,32,7
1,0,10,32,17,25,6
1,0,14,30,11,32,7
1,0,16,36,10,28,6
1,0,14,31,15,31,3
1,0,19,34,9,33,4
1,0,18,35,9,31,5
1,0,17,31,7,34,8
1,0,12,27,19,30,4
1,0,15,36,9,27,8
1,0,15,37,14,26,3
1,0,9,27,15,30,8
1,0,11,31,13,28,8
1,0,13,33,14,28,5
1,0,19,32,10,35,3
1,0,18,40,10,26,4
1,0,11,28,14,31,7
1,0,11,31,19,25,5
1,0,16,33,13,31,3
1,0,21,36,8,33,3
1,0,16,32,11,32,5
1,0,21,35,9,34,2
1,0,12,31,19,26,4
1,0,14,36,14,26,4
1,0,15,32,9,31,8
1,0,10,25,18,31,6
1,0,20,36,12,32,0
1,0,20,43,8,25,4
1,0,9,30,17,26,7
1,0,13,29,12,32,7
1,0,14,36,14,26,4
1,0,6,34,15,20,11
1,0,13,38,14,23,5
1,0,14,37,14,25,4
1,0,14,37,11,25,7
1,0,10,32,18,24,6
1,0,14,31,9,31,9
1,0,14,34,20,24,2
1,0,11,25,12,34,9
1,0,16,34,11,30,5
1,0,6,25,16,29,10
1,0,16,41,14,23,2
1,0,9,29,14,28,9
1,0,16,38,12,26,4
1,0,13,35,16,26,3
1,0,14,29,12,33,6
1,0,10,33,17,24,6
1,0,15,39,9,24,8
1,0,16,40,8,24,8
1,0,12,31,12,29,8
1,0,16,31,13,33,3
1,0,15,39,13,24,4
1,0,12,32,11,28,9
1,0,14,37,15,25,3
1,0,15,30,13,33,4
1,0,14,37,17,24,2
1,0,12,33,18,25,4
1,0,19,32,7,35,6
1,0,11,24,13,35,8
1,0,13,29,9,32,10
1,0,16,34,10,30,6
1,0,14,31,11,31,7
1,0,17,39,7,26,8
1,0,23,46,7,25,2
1,0,16,39,12,25,4
1,0,6,31,18,21,10
1,0,14,37,19,22,2
1,0,11,29,16,30,5
1,0,10,35,15,23,7
1,0,16,35,10,29,6
1,0,14,38,12,24,6
1,0,14,36,14,26,4
1,0,23,35,5,36,4
1,0,11,26,16,33,5
1,0,19,29,9,38,4
1,0,17,38,11,27,4
1,0,13,31,12,30,7
1,0,14,33,17,28,2
1,0,15,28,14,35,3
1,0,15,33,13,30,4
1,0,21,41,7,28,4
1,0,12,29,17,30,4
1,0,13,38,11,23,8
1,0,14,32,14,30,4
1,0,15,37,14,26,3
1,0,7,35,13,20,12
1,0,15,35,11,28,6
1,0,10,26,17,31,6
1,0,9,29,18,26,7
1,0,11,28,13,31,8
1,0,16,34,10,30,6
1,0,15,35,7,28,10
1,0,9,25,18,30,7
1,0,14,33,11,29,7
1,0,10,27,15,31,7
1,0,11,32,14,27,7
1,0,14,27,17,34,2
1,0,11,34,17,24,5
1,0,13,32,10,29,9
1,0,13,22,12,39,7
1,0,17,41,14,24,1
1,0,11,31,14,28,7
1,0,12,36,16,24,4
1,0,15,36,11,27,6
1,0,14,30,13,32,5
1,0,15,30,13,33,4
1,0,19,35,9,32,4
1,0,16,43,10,21,6
1,0,13,33,15,28,4
1,0,10,32,14,26,8
1,0,13,34,17,26,3
1,0,11,29,17,29,5
1,0,12,34,13,26,7
1,0,21,34,5,35,6
1,0,14,37,14,25,4
1,0,14,30,12,32,6
1,0,14,31,15,31,3
1,0,9,32,19,22,7
1,0,9,27,18,28,7
1,0,18,39,10,27,4
1,0,15,32,12,31,5
1,0,16,38,10,26,6
1,0,11,32,14,27,7
1,0,13,34,15,27,4
1,0,12,28,17,31,4
1,0,17,27,10,38,5
1,0,12,31,10,29,10
1,0,14,31,12,31,6
1,0,19,36,10,31,3
1,0,13,32,15,29,4
1,0,12,28,14,32,6
1,0,8,28,20,24,8
1,0,15,37,10,26,7
1,0,9,27,17,29,7
1,0,12,32,13,28,7
1,0,14,39,14,23,4
1,0,15,41,10,22,7
1,0,8,27,20,25,8
1,0,12,26,15,34,5
1,0,16,34,12,30,4
1,0,16,35,11,29,5
1,0,12,27,18,31,4
1,0,12,31,19,26,4
1,0,14,33,11,29,7
1,0,11,26,11,33,10
1,0,15,26,13,37,4
1,0,18,43,9,23,5
1,0,13,36,9,25,10
1,0,13,36,13,25,6
1,0,15,39,12,24,5
1,0,20,41,10,27,2
1,0,13,30,12,31,7
1,0,16,31,10,33,6
1,0,17,32,11,33,4
1,0,10,31,13,27,9
1,0,20,43,7,25,5
1,0,18,32,7,34,7
1,0,14,31,14,31,4
1,0,16,31,8,33,8
1,0,11,32,14,27,7
1,0,12,30,16,30,4
1,0,9,35,13,22,10
1,0,15,32,11,31,6
1,0,9,34,12,23,11
1,0,11,30,14,29,7
1,0,10,29,17,28,6
1,0,12,31,13,29,7
1,0,13,36,15,25,4
1,0,14,33,16,29,2
1,0,15,31,12,32,5
1,0,11,24,16,35,5
1,0,10,37,14,21,8
1,0,15,33,11,30,6
1,0,15,38,11,25,6
1,0,11,30,17,28,5
1,0,12,24,20,32,4
1,0,12,32,13,28,7
1,0,18,36,8,30,6
1,0,20,40,7,28,5
1,0,9,35,15,22,8
1,0,12,30,15,30,5
1,0,12,37,17,22,4
1,0,14,34,11,28,7
1,0,11,33,17,25,5
1,0,12,33,11,27,9
1,0,20,35,6,33,6
1,0,13,35,16,26,3
1,0,10,36,13,22,9
1,0,14,33,11,29,7
1,0,13,33,19,25,3
1,0,14,23,11,39,7
1,0,15,28,10,35,7
1,0,16,35,10,29,6
1,0,11,36,17,22,5
1,0,12,28,15,32,5
1,0,13,30,13,31,6
1,0,12,31,14,29,6
1,0,15,41,12,22,5
1,0,19,43,10,24,3
1,0,19,36,11,31,2
1,0,16,35,13,29,3
1,0,15,37,13,26,4
1,0,15,36,14,27,3
1,0,8,30,17,25,8
1,0,10,32,19,23,6
1,0,11,30,14,29,7
1,0,11,29,16,30,5
1,0,11,35,13,24,8
1,0,15,36,12,27,5
1,0,16,24,12,40,4
1,0,13,29,21,27,3
1,0,11,27,17,31,5
1,0,13,27,19,31,3
1,0,17,35,11,30,4
1,0,10,30,12,28,10
1,0,20,38,9,30,3
1,0,17,31,10,34,5
1,0,8,34,13,22,11
1,0,12,41,14,19,6
1,0,14,30,12,32,6
1,0,7,29,15,26,10
1,0,13,27,13,34,6
1,0,10,32,18,24,6
1,0,15,31,15,32,2
1,0,17,38,11,27,4
1,0,11,30,12,29,9
1,0,12,37,13,23,7
1,0,14,33,16,29,2
1,0,16,29,13,35,3
1,0,9,26,20,27,7
1,0,14,37,12,25,6
1,0,11,31,18,26,5
1,0,17,41,8,24,7
1,0,14,29,9,33,9
1,0,8,36,16,20,8
1,0,10,32,19,23,6
1,0,14,32,13,30,5
1,0,15,33,16,30,1
1,0,14,33,11,29,7
1,0,8,29,15,27,9
1,0,12,34,19,23,4
1,0,15,36,12,27,5
1,0,8,30,22,20,8
1,0,16,36,12,28,4
1,0,14,38,10,24,8
1,0,13,30,15,31,4
1,0,14,36,15,26,3
1,0,13,40,12,21,7
1,0,14,26,10,36,8
1,0,20,39,8,29,4
1,0,14,36,18,24,2
1,0,14,39,11,23,7
1,0,13,34,12,27,7
1,0,12,31,22,23,4
1,0,12,35,17,24,4
1,0,16,31,12,33,4
1,0,8,23,15,33,9
1,0,11,28,11,31,10
1,0,16,30,11,34,5
1,0,16,33,7,31,9
1,0,12,29,16,31,4
1,0,11,27,16,32,5
1,0,12,29,14,31,6
1,0,15,34,14,29,3
1,0,10,24,23,27,6
1,0,17,39,8,26,7
1,0,15,35,14,28,3
1,0,14,37,13,25,5
1,0,18,36,10,30,4
1,0,17,36,11,29,4
1,0,10,31,18,25,6
1,0,12,34,17,25,4
1,0,9,32,16,25,7
1,0,15,31,10,32,7
1,0,15,28,14,35,3
1,0,12,31,19,26,4
1,0,14,33,17,28,2
1,0,13,35,13,26,6
1,0,12,34,15,26,5
1,0,15,43,12,20,5
1,0,14,32,10,30,8
1,0,12,35,23,18,4
1,0,12,30,17,29,4
1,0,19,44,9,23,4
1,0,15,40,14,23,3
1,0,9,31,18,24,7
1,0,11,30,21,24,5
1,0,12,36,16,24,4
1,0,10,31,21,22,6
1,0,13,28,13,33,6
1,0,12,33,16,27,4
1,0,16,37,13,27,3
1,0,15,31,10,32,7
1,0,19,35,9,32,4
1,0,12,29,14,31,6
1,0,12,32,15,28,5
1,0,13,32,15,29,4
1,0,12,29,15,31,5
1,0,8,27,18,27,8
1,0,13,33,13,28,6
1,0,16,29,13,35,3
1,0,12,35,12,25,8
1,0,15,31,14,32,3
1,0,15,30,14,33,3
1,0,10,27,17,30,6
1,0,12,29,18,29,4
1,0,14,34,11,28,7
1,0,11,30,13,29,8
1,0,12,37,13,23,7
1,0,12,32,11,28,9
1,0,12,35,11,25,9
1,0,13,32,17,28,3
1,0,11,31,18,26,5
1,0,12,30,16,30,4
1,0,14,32,12,30,6
1,0,14,28,14,34,4
1,0,16,39,14,25,2
1,0,14,26,16,36,2
1,0,15,38,14,25,3
1,0,13,36,14,25,5
1,0,19,32,9,35,4
1,0,11,19,22,34,5
1,0,17,39,9,26,6
1,0,11,31,12,28,9
1,0,15,30,19,30,1
1,0,14,36,17,25,2
1,0,16,35,14,29,2
1,0,9,33,17,23,7
1,0,14,35,9,27,9
1,0,9,31,13,26,10
1,0,11,28,20,27,5
1,0,13,33,15,28,4
1,0,10,29,18,27,6
1,0,12,31,11,29,9
1,0,6,33,18,19,10
1,0,12,34,17,25,4
1,0,14,39,14,23,4
1,0,11,32,15,27,6
1,0,12,20,17,39,4
1,0,12,28,15,32,5
1,0,16,32,13,32,3
1,0,11,32,13,27,8
1,0,10,39,15,19,7
1,0,17,32,8,33,7
1,0,9,35,16,22,7
1,0,7,26,15,29,10
1,0,16,30,10,34,6
1,0,10,29,17,28,6
1,0,11,41,11,18,10
1,0,15,34,13,29,4
1,0,16,34,8,30,8
1,0,16,30,10,34,6
1,0,8,26,15,30,9
1,0,14,26,9,36,9
1,0,7,28,15,27,10
1,0,8,29,16,27,8
1,0,9,31,18,24,7
1,0,13,36,14,25,5
1,0,16,33,12,31,4
1,0,10,39,15,19,7
1,0,21,35,6,34,5
1,0,18,38,10,28,4
1,0,16,35,14,29,2
1,0,12,31,17,28,4
1,0,10,30,15,28,7
1,0,12,28,15,32,5
1,0,9,32,18,23,7
1,0,11,31,18,26,5
1,0,14,32,11,30,7
1,0,15,30,12,33,5
1,0,16,38,12,26,4
1,0,7,28,13,27,12
1,0,11,36,14,23,7
1,0,13,36,14,25,5
1,0,17,36,8,29,7
1,0,17,34,8,31,7
1,0,6,26,16,28,10
1,0,15,40,11,23,6
1,0,10,32,17,25,6
1,0,21,34,8,35,3
1,0,21,35,5,34,6
1,0,13,25,14,36,5
1,0,10,30,13,28,9
1,0,11,32,14,27,7
1,0,12,37,14,23,6
1,0,12,34,11,26,9
1,0,19,43,9,24,4
1,0,9,28,17,28,7
1,0,9,32,16,25,7
1,0,14,40,9,22,9
1,0,13,39,12,22,7
1,0,17,34,11,31,4
1,0,12,29,19,28,4
1,0,9,33,14,24,9
1,0,12,31,12,29,8
1,0,7,33,16,22,9
1,0,16,30,9,34,7
1,0,10,29,18,27,6
1,0,15,32,15,31,2
1,0,20,40,10,28,2
1,0,11,34,14,25,7
1,0,19,37,12,30,1
1,0,17,36,12,29,3
1,0,15,32,11,31,6
1,0,13,35,11,26,8
1,0,12,26,20,30,4
1,0,16,33,13,31,3
1,0,12,34,14,26,6
1,0,11,26,21,28,5
1,0,19,32,8,35,5
1,0,22,37,6,33,4
1,0,17,33,9,32,6
1,0,9,30,14,27,9
1,0,13,34,16,27,3
1,0,11,38,14,21,7
1,0,14,32,12,30,6
1,0,17,35,12,30,3
1,0,14,38,12,24,6
1,0,14,26,11,36,7
1,0,18,40,12,26,2
1,0,13,30,13,31,6
1,0,9,26,16,31,7
1,0,15,27,14,36,3
1,0,13,33,14,28,5
1,0,16,27,13,37,3
1,0,19,42,9,25,4
1,0,13,27,15,34,4
1,0,8,28,22,22,8
1,0,14,32,13,30,5
1,0,12,38,15,22,5
1,0,15,29,19,31,1
1,0,13,32,17,28,3
1,0,12,35,19,22,4
1,0,14,29,18,31,2
1,0,14,28,13,34,5
1,0,12,31,11,29,9
1,0,15,44,10,19,7
1,0,14,32,18,28,2
1,0,6,30,15,24,11
1,0,12,43,14,17,6
1,0,12,36,15,24,5
1,0,15,33,14,30,3
1,0,12,29,19,28,4
1,0,17,32,12,33,3
1,0,14,40,12,22,6
1,0,12,31,14,29,6
1,0,13,32,9,29,10
1,0,13,40,14,21,5
1,0,15,38,14,25,3
1,0,17,38,9,27,6
1,0,7,20,21,30,9
1,0,10,36,16,22,6
1,0,11,31,17,27,5
1,0,10,33,14,25,8
1,0,18,35,10,31,4
1,0,12,27,20,29,4
1,0,18,38,11,28,3
1,0,16,37,9,27,7
1,0,14,36,14,26,4
1,0,9,26,19,28,7
1,0,15,37,17,25,1
1,0,14,34,17,27,2
1,0,12,28,15,32,5
1,0,19,42,9,25,4
1,0,10,35,16,23,6
1,0,12,36,14,24,6
1,0,17,32,11,33,4
1,0,17,36,11,29,4
1,0,18,30,10,36,4
1,0,18,31,9,35,5
1,0,12,34,11,26,9
1,0,22,40,8,30,2
1,0,12,31,14,29,6
1,0,12,40,11,20,9
1,0,14,33,13,29,5
1,0,13,39,15,22,4
1,0,14,37,11,25,7
1,0,17,39,9,26,6
1,0,11,30,16,29,5
1,0,12,36,10,24,10
1,0,15,41,12,22,5
1,0,12,37,14,23,6
1,0,10,33,13,25,9
1,0,13,39,16,22,3
1,0,19,39,9,28,4
1,0,10,26,20,28,6
1,0,12,35,12,25,8
1,0,17,31,11,34,4
1,0,12,32,12,28,8
1,0,15,30,13,33,4
1,0,21,40,9,29,2
1,0,16,35,12,29,4
1,0,14,31,17,30,2
1,0,16,40,10,24,6
1,0,10,27,13,31,9
1,0,18,27,12,39,2
1,0,11,27,15,32,6
1,0,14,44,14,18,4
1,0,15,36,12,27,5
1,0,8,33,16,23,8
1,0,15,27,11,36,6
1,0,16,38,13,26,3
1,0,20,40,8,28,4
1,0,11,35,14,24,7
1,0,11,33,14,26,7
1,0,15,33,22,24,1
1,0,12,28,11,32,9
1,0,8,24,14,32,10
1,0,22,35,7,35,3
1,0,18,35,9,31,5
1,0,14,37,20,21,2
1,0,13,41,12,20,7
1,0,18,32,10,34,4
1,0,15,34,10,29,7
1,0,18,35,9,31,5
1,0,11,28,18,29,5
1,0,14,34,8,28,10
1,0,9,25,18,30,7
1,0,12,31,22,23,4
1,0,11,33,18,24,5
1,0,17,26,11,39,4
1,0,10,32,17,25,6
1,0,15,36,16,27,1
1,0,13,39,15,22,4
1,0,13,30,10,31,9
1,0,14,34,14,28,4
1,0,5,26,12,27,15
1,0,15,28,13,35,4
1,0,12,30,14,30,6
1,0,13,30,11,31,8
1,0,14,33,12,29,6
1,0,18,32,9,34,5
1,0,6,29,16,25,10
1,0,11,33,13,26,8
1,0,11,33,13,26,8
1,0,12,33,17,26,4
1,0,11,27,12,32,9
1,0,15,39,11,24,6
1,0,13,29,10,32,9
1,0,18,38,9,28,5
1,0,18,32,9,34,5
1,0,10,25,13,33,9
1,0,16,34,10,30,6
1,0,15,18,13,45,4
1,0,12,30,16,30,4
1,0,17,32,11,33,4
1,0,17,33,13,32,2
1,0,10,34,20,20,6
1,0,16,37,9,27,7
1,0,13,35,15,26,4
1,0,19,38,9,29,4
1,0,16,33,11,31,5
1,0,4,28,14,24,14
1,0,16,33,10,31,6
1,0,11,38,12,21,9
1,0,13,32,17,28,3
1,0,13,32,17,28,3
1,0,13,31,11,30,8
1,0,11,29,15,30,6
1,0,12,36,12,24,8
1,0,14,37,14,25,4
1,0,14,33,12,29,6
1,0,16,29,7,35,9
1,0,9,29,11,28,12
1,0,13,31,10,30,9
1,0,14,42,12,20,6
1,0,12,29,14,31,6
1,0,15,31,14,32,3
1,0,18,35,11,31,3
1,0,19,40,10,27,3
1,0,10,31,17,26,6
1,0,13,34,11,27,8
1,0,22,39,9,31,1
1,0,16,42,8,22,8
1,0,19,41,11,26,2
1,0,13,34,13,27,6
1,0,18,35,11,31,3
1,0,5,28,19,22,11
1,0,19,36,13,31,0
1,0,10,30,11,28,11
1,0,14,31,12,31,6
1,0,12,32,15,28,5
1,0,13,25,15,36,4
1,0,10,31,17,26,6
1,0,16,35,12,29,4
1,0,15,29,13,34,4
1,0,11,31,15,28,6
1,0,12,36,10,24,10
1,0,12,26,16,34,4
1,0,10,26,16,32,6
1,0,19,30,13,37,0
1,0,17,36,12,29,3
1,0,14,35,15,27,3
1,0,12,35,16,25,4
1,0,16,35,10,29,6
1,0,14,39,12,23,6
1,0,9,34,15,23,8
1,0,11,32,13,27,8
1,0,8,23,19,30,8
1,0,13,31,17,29,3
1,0,18,39,10,27,4
1,0,14,29,11,33,7
1,0,14,27,19,32,2
1,0,19,39,11,28,2
1,0,10,26,11,32,11
1,0,14,37,13,25,5
1,0,12,35,17,24,4
1,0,15,29,13,34,4
1,0,14,32,13,30,5
1,0,11,34,15,25,6
1,0,14,38,16,24,2
1,0,16,37,11,27,5
1,0,12,29,10,31,10
1,0,15,33,14,30,3
1,0,13,39,14,22,5
1,0,16,45,11,19,5
1,0,9,33,21,19,7
1,0,16,37,13,27,3
1,0,17,36,9,29,6
1,0,9,25,16,32,7
1,0,9,38,15,19,8
1,0,14,24,10,38,8
1,0,16,26,13,38,3
1,0,9,32,14,25,9
1,0,15,34,11,29,6
1,0,9,25,15,32,8
1,0,18,36,10,30,4
1,0,12,30,15,30,5
1,0,16,40,9,24,7
1,0,15,39,13,24,4
1,0,18,37,9,29,5
1,0,12,34,14,26,6
1,0,5,26,16,27,11
1,0,13,32,14,29,5
1,0,12,36,12,24,8
1,0,8,22,14,34,10
1,0,15,34,13,29,4
1,0,17,37,9,28,6
1,0,10,37,15,21,7
1,0,16,37,11,27,5
1,0,13,38,13,23,6
1,0,18,38,12,28,2
1,0,14,37,14,25,4
1,0,20,33,7,35,5
1,0,19,35,10,32,3
1,0,13,27,13,34,6
1,0,15,36,14,27,3
1,0,10,33,15,25,7
1,0,8,35,13,21,11
1,0,18,36,7,30,7
1,0,13,34,14,27,5
1,0,16,33,13,31,3
1,0,17,37,11,28,4
1,0,16,37,13,27,3
1,0,16,42,14,22,2
1,0,10,26,16,32,6
1,0,12,38,13,22,7
1,0,15,33,11,30,6
1,0,13,31,13,30,6
1,0,17,38,10,27,5
1,0,10,38,16,20,6
1,0,12,34,17,25,4
1,0,18,29,11,37,3
1,0,12,29,21,26,4
1,0,12,24,23,29,4
1,0,15,32,11,31,6
1,0,10,37,16,21,6
1,0,13,27,19,31,3
1,0,16,34,12,30,4
1,0,14,30,12,32,6
1,0,17,30,8,35,7
1,0,10,34,16,24,6
1,0,11,28,16,31,5
1,0,14,39,17,22,2
1,0,18,35,10,31,4
1,0,14,32,18,28,2
1,0,10,26,15,32,7
1,0,13,30,12,31,7
1,0,10,31,13,27,9
1,0,13,32,12,29,7
1,0,12,37,14,23,6
1,0,20,41,8,27,4
1,0,9,29,15,28,8
1,0,13,36,12,25,7
1,0,11,35,17,23,5
1,0,14,36,16,26,2
1,0,15,38,9,25,8
1,0,16,32,10,32,6
1,0,11,27,14,32,7
1,0,6,32,15,22,11
1,0,12,31,15,29,5
1,0,15,42,12,21,5
1,0,16,33,12,31,4
1,0,10,28,18,28,6
1,0,13,26,12,35,7
1,0,8,35,13,21,11
1,0,12,28,19,29,4
1,0,14,35,12,27,6
1,0,13,34,11,27,8
1,0,15,38,15,25,2
1,0,12,32,15,28,5
1,0,11,30,17,28,5
1,0,12,29,16,31,4
1,0,11,26,13,33,8
1,0,13,37,14,24,5
1,0,10,33,15,25,7
1,0,8,30,18,24,8
1,0,8,30,14,26,10
1,0,10,32,19,23,6
1,0,13,37,17,23,3
1,0,12,25,13,35,7
1,0,12,37,11,23,9
1,0,12,34,15,26,5
1,0,15,38,11,25,6
1,0,12,35,17,24,4
1,0,12,33,15,27,5
1,0,11,30,14,29,7
1,0,13,29,14,32,5
1,0,7,30,16,25,9
1,0,18,41,7,25,7
1,0,19,34,12,33,1
1,0,14,31,11,31,7
1,0,15,33,11,30,6
1,0,11,39,16,20,5
1,0,13,36,12,25,7
1,0,8,28,18,26,8
1,0,17,34,11,31,4
1,0,16,28,12,36,4
1,0,14,26,13,36,5
1,0,13,35,14,26,5
1,0,12,28,17,31,4
1,0,16,35,11,29,5
1,0,11,34,17,24,5
1,0,10,24,18,32,6
1,0,11,27,15,32,6
1,0,12,23,18,35,4
1,0,20,36,8,32,4
1,0,15,40,14,23,3
1,0,17,39,12,26,3
1,0,15,36,12,27,5
1,0,16,40,10,24,6
1,0,16,38,12,26,4
1,0,18,37,9,29,5
1,0,13,37,12,24,7
1,0,14,41,15,21,3
1,0,8,37,14,19,10
1,0,15,39,12,24,5
1,0,12,30,19,27,4
1,0,14,34,12,28,6
1,0,13,29,10,32,9
1,0,14,35,11,27,7
1,0,11,36,16,23,5
1,0,13,36,14,25,5
1,0,16,26,13,38,3
1,0,11,31,14,28,7
1,0,12,32,18,26,4
1,0,11,36,15,23,6
1,0,13,29,15,32,4
1,0,21,35,7,34,4
1,0,13,34,11,27,8
1,0,14,27,19,32,2
1,0,17,35,11,30,4
1,0,19,33,6,34,7
1,0,15,28,13,35,4
1,0,18,37,11,29,3
1,0,13,32,11,29,8
1,0,14,38,12,24,6
1,0,12,29,11,31,9
1,0,17,34,11,31,4
1,0,17,34,10,31,5
1,0,15,34,13,29,4
1,0,16,34,12,30,4
1,0,18,34,12,32,2
1,0,10,37,16,21,6
1,0,10,29,17,28,6
1,0,14,32,11,30,7
1,0,12,34,14,26,6
1,0,5,26,15,27,12
1,0,9,32,13,25,10
1,0,11,33,12,26,9
1,0,14,40,8,22,10
1,0,9,33,15,24,8
1,0,14,27,8,35,10
1,0,14,25,17,36,2
1,0,12,34,10,26,10
1,0,15,35,10,28,7
1,0,11,30,13,29,8
1,0,22,31,7,39,3
1,0,10,35,18,21,6
1,0,11,29,19,27,5
1,0,18,38,10,28,4
1,0,14,39,14,23,4
1,0,8,27,16,29,8
1,0,13,33,15,28,4
1,0,15,31,9,32,8
1,0,11,26,19,30,5
1,0,13,33,14,28,5
1,0,12,35,13,25,7
1,0,12,31,21,24,4
1,0,17,28,14,37,1
1,0,18,33,8,33,6
1,0,12,37,17,22,4
1,0,17,36,15,29,0
1,0,17,33,5,32,10
1,0,7,24,16,31,9
1,0,16,36,13,28,3
1,0,9,24,21,28,7
1,0,14,34,12,28,6
1,0,15,35,9,28,8
1,0,13,34,13,27,6
1,0,13,36,18,23,3
1,0,17,37,11,28,4
1,0,17,38,9,27,6
1,0,8,25,15,31,9
1,0,9,31,15,26,8
1,0,11,31,15,28,6
1,0,10,36,14,22,8
1,0,14,36,11,26,7
1,0,12,27,21,28,4
1,0,14,32,14,30,4
1,0,13,33,12,28,7
1,0,14,29,12,33,6
1,0,12,31,17,28,4
1,0,12,30,11,30,9
1,0,11,36,13,23,8
1,0,17,40,11,25,4
1,0,12,32,19,25,4
1,0,13,30,13,31,6
1,0,12,31,13,29,7
1,0,9,28,19,26,7
1,0,13,31,18,28,3
1,0,11,30,14,29,7
1,0,19,33,8,34,5
1,0,16,32,10,32,6
1,0,16,36,12,28,4
1,0,11,27,19,29,5
1,0,12,29,9,31,11
1,0,9,34,14,23,9
1,0,21,34,9,35,2
1,0,10,27,18,29,6
1,0,16,31,13,33,3
1,0,16,30,7,34,9
1,0,21,30,10,39,1
1,0,14,40,10,22,8
1,0,17,39,8,26,7
